loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
0,"High School",1711.31,Student,0.30,669,20889.60,9.93,36,673.36,6,30968.49,23256.85,3,0,3
1,"High School",8384.19,Student,0.09,679,3750.73,12.77,36,125.96,4,136707.54,32282.64,3,0,4
1,Bachelor's,5289.25,Employed,0.44,695,16207.69,9.73,36,520.92,4,74627.70,66410.26,1,0,1
1,"High School",2343.03,Unemployed,0.09,756,30033.22,10.11,60,639.74,4,25924.39,8118.70,3,0,4
1,Bachelor's,9030.69,Retired,0.26,723,22274.57,11.09,36,730.19,2,59266.13,6673.68,2,0,3
1,"High School",4979.22,Self-employed,0.42,697,18788.72,13.70,36,639.42,6,60191.72,50429.94,4,0,5
1,Master's,3820.17,Self-employed,0.04,678,22200.66,12.55,36,743.23,4,49401.74,22171.46,2,0,2
0,Bachelor's,2014.92,Unemployed,0.20,519,14947.70,17.13,60,372.53,9,23099.23,11465.59,5,0,5
1,Bachelor's,880.07,Employed,0.08,731,21651.67,12.81,36,727.55,6,18831.59,9168.93,1,0,1
1,Master's,1811.67,Employed,0.32,652,4855.04,11.91,36,161.05,5,35413.94,7168.42,3,0,4
1,"High School",2253.66,Employed,0.08,606,18889.71,16.72,36,670.84,3,36820.75,11700.93,0,0,0
1,Master's,1475.90,Retired,0.08,767,20818.55,9.70,36,668.83,7,24499.77,14981.66,3,0,3
1,Bachelor's,3259.57,Employed,0.21,660,13948.61,11.93,36,462.83,1,41788.34,20146.66,3,0,4
1,"High School",890.79,Employed,0.24,759,9112.46,9.65,60,192.05,5,19317.49,10428.74,3,0,3
1,Master's,6723.43,Self-employed,0.12,723,14614.48,7.13,36,452.12,5,125656.64,69520.49,2,0,2
1,Bachelor's,2300.07,Self-employed,0.07,580,15137.82,16.09,36,532.87,3,39419.68,22551.98,2,0,3
0,Bachelor's,4715.63,Unemployed,0.15,647,16547.13,11.46,60,363.58,5,70185.31,42405.95,2,0,2
1,PhD,4682.16,Employed,0.18,571,12921.54,12.16,60,288.48,3,60002.23,52358.72,1,0,1
1,PhD,1443.06,Employed,0.14,632,30927.56,10.04,60,657.73,4,27304.01,14480.25,4,0,4
0,PhD,1064.86,Unemployed,0.36,842,4909.91,6.68,36,150.89,5,21399.60,18439.84,3,0,3
0,Bachelor's,2061.23,Unemployed,0.19,693,12355.91,13.33,36,418.29,6,28662.71,23378.55,2,0,2
1,Master's,3791.00,Employed,0.27,585,21421.90,12.78,36,719.52,9,65313.14,25241.66,3,1,4
1,"High School",3284.90,Employed,0.37,668,7116.86,14.05,60,165.78,3,48241.03,43488.33,1,0,2
1,Master's,6090.65,Employed,0.25,684,13798.83,11.82,36,457.13,5,42513.06,26006.45,1,0,1
1,Bachelor's,3829.53,Employed,0.07,555,13273.22,16.67,36,471.05,7,30887.03,9367.33,3,0,3
0,Bachelor's,4002.00,Unemployed,0.16,665,25786.70,14.33,36,885.47,5,67980.38,34290.26,2,0,2
0,PhD,1863.07,Employed,0.13,634,23569.49,12.32,36,786.45,9,25021.03,6207.60,4,0,5
1,Master's,2597.10,Employed,0.31,648,14619.80,14.74,60,345.81,3,27226.82,24446.35,2,0,2
1,Other,2639.10,Employed,0.03,711,9598.80,11.31,36,315.66,7,28005.70,5768.74,1,0,2
1,Bachelor's,4384.53,Employed,0.11,653,12194.59,9.85,60,258.20,2,28784.93,19013.66,0,0,0
1,"High School",4754.83,Retired,0.15,730,21032.79,12.08,36,699.39,5,54810.07,31958.71,2,0,2
1,PhD,2632.35,Self-employed,0.11,688,5479.33,10.52,60,117.83,1,45095.03,37317.46,3,0,3
1,Bachelor's,2684.66,Employed,0.22,826,20649.26,5.65,60,395.86,5,37451.72,10999.42,4,0,6
1,PhD,3736.66,Employed,0.33,674,10877.88,14.26,36,373.16,6,40064.41,33211.12,3,0,4
1,Master's,9650.46,Employed,0.08,709,16004.14,11.09,36,524.64,2,97342.31,69664.66,3,0,4
0,Master's,1065.90,Employed,0.15,629,17688.07,11.59,36,584.04,1,15368.36,2362.78,2,0,4
0,Bachelor's,1738.48,Employed,0.22,606,22680.34,11.31,36,745.86,3,20155.77,18636.77,5,1,5
1,Master's,1781.47,Employed,0.39,731,38690.96,11.36,60,848.20,4,31732.40,10573.09,1,0,1
1,"High School",1374.02,Employed,0.16,749,25984.33,12.60,36,870.52,3,11430.91,2364.95,3,0,3
0,Other,1877.66,Unemployed,0.21,759,6196.65,10.94,60,134.54,8,20039.45,14648.17,1,0,2
1,"High School",3794.25,Retired,0.16,706,27849.99,13.26,60,637.39,8,70681.71,64765.41,1,0,1
1,"High School",5337.84,Employed,0.03,664,14496.15,9.80,36,466.39,4,40132.79,23129.40,2,0,2
1,Bachelor's,3474.52,Self-employed,0.02,687,500.00,11.35,60,10.96,5,33200.52,26821.25,2,0,2
0,Master's,3432.79,Student,0.20,688,25554.32,10.40,36,829.37,4,57105.08,10100.49,1,0,3
1,Master's,1743.76,Employed,0.31,579,531.04,11.45,36,17.50,8,23877.12,2323.07,2,0,3
1,Bachelor's,612.29,Retired,0.09,742,13897.70,9.31,60,290.59,7,15265.54,13351.64,2,0,4
1,Master's,3789.47,Employed,0.22,603,11565.48,13.85,60,268.21,2,60977.61,21163.75,5,0,5
1,Master's,6736.95,Employed,0.17,725,36185.10,9.93,36,1166.40,2,88098.83,40955.49,5,0,6
1,Bachelor's,5378.51,Employed,0.05,535,21649.71,13.59,36,735.63,5,89086.36,46265.43,1,0,1
1,Bachelor's,2859.71,Self-employed,0.03,760,12306.29,11.48,36,405.70,4,38441.62,1941.06,0,0,0
1,Bachelor's,3170.13,Retired,0.31,628,8651.47,17.27,36,309.61,5,48869.72,9538.52,2,0,2
1,Master's,7026.44,Employed,0.17,676,14838.74,10.56,36,482.72,6,48677.65,43989.97,3,0,5
1,PhD,1993.11,Employed,0.34,632,2084.59,14.52,60,49.07,7,20904.45,8500.86,3,0,4
1,"High School",2306.17,Employed,0.27,765,13090.43,9.35,36,418.41,5,39968.61,13729.47,0,0,0
0,"High School",1027.56,Employed,0.17,649,1347.53,17.66,36,48.49,5,12129.17,8231.32,0,0,0
1,"High School",4000.61,Employed,0.12,660,17169.77,13.80,36,585.16,4,39010.40,16309.34,2,0,2
1,Bachelor's,2242.15,Unemployed,0.11,726,18848.04,9.06,36,599.89,6,29480.28,5594.41,4,0,4
1,Bachelor's,2529.35,Employed,0.17,599,21971.19,16.74,36,780.49,5,20552.86,14096.94,3,0,3
1,Bachelor's,4556.54,Employed,0.10,651,17705.67,14.97,36,613.51,7,81694.57,25489.18,2,0,2
1,Bachelor's,1927.62,Employed,0.14,762,13597.79,11.93,36,451.19,5,30034.07,18085.74,2,0,2
1,Bachelor's,4079.54,Employed,0.25,772,4906.79,11.20,36,161.11,4,56423.17,15120.05,2,0,4
1,"High School",4208.31,Employed,0.16,707,16190.06,13.46,60,372.20,2,63284.85,6388.66,0,0,0
1,Bachelor's,2437.25,Employed,0.17,670,18700.69,11.18,36,613.83,2,36785.23,33491.19,0,0,0
1,"High School",5007.32,Employed,0.16,718,15705.54,10.36,60,336.49,7,85633.41,38739.43,1,0,1
1,Master's,2844.84,Employed,0.09,707,7575.70,10.37,60,162.34,2,46974.96,21074.51,2,0,4
1,Bachelor's,4648.69,Employed,0.11,641,18282.12,14.68,36,630.89,6,67621.64,44962.35,1,0,1
1,Bachelor's,2090.89,Employed,0.15,663,28129.76,12.04,36,934.85,2,32727.19,5748.91,2,0,3
0,Bachelor's,4299.12,Student,0.06,584,1533.22,11.55,36,50.60,4,71109.04,4220.02,5,0,5
1,Bachelor's,2445.89,Retired,0.23,735,18609.75,12.86,36,625.78,3,18227.58,10822.24,1,0,1
1,Bachelor's,3700.66,Employed,0.03,768,10559.73,11.21,60,230.70,9,64623.98,43049.31,2,0,2
1,"High School",3740.90,Employed,0.26,670,9377.75,11.51,36,309.29,5,38933.70,15684.86,5,0,5
1,Bachelor's,2382.48,Employed,0.02,708,36881.15,12.43,60,828.44,3,42437.12,24173.61,1,0,1
1,"High School",2340.90,Employed,0.12,794,14742.15,13.73,36,501.92,4,20200.87,4454.71,5,0,5
1,Bachelor's,2664.50,Employed,0.13,657,23928.15,14.80,36,827.14,3,20354.93,11044.13,0,0,2
1,Master's,3159.37,Self-employed,0.17,731,23154.65,10.54,60,498.14,7,43005.85,27386.74,0,0,0
1,Bachelor's,4270.13,Employed,0.22,706,5444.01,8.17,36,171.02,4,56462.12,18757.28,1,0,2
1,Master's,3489.46,Retired,0.17,588,13337.44,14.19,36,457.07,5,66117.50,6792.98,1,0,2
0,"High School",500.71,Employed,0.43,787,500.00,10.48,36,16.25,7,10763.05,8688.64,3,0,4
1,"High School",5056.22,Employed,0.06,658,15990.06,9.29,36,510.64,4,64754.23,24394.89,2,0,3
1,"High School",3854.51,Employed,0.11,573,6970.75,12.64,36,233.67,4,54424.72,31730.34,4,0,5
1,"High School",6135.22,Student,0.04,705,19222.53,9.94,60,407.85,4,89552.99,45397.07,1,0,2
0,Bachelor's,5035.55,Unemployed,0.07,483,26995.15,14.73,60,638.39,9,58305.29,53887.37,1,1,1
0,Bachelor's,2348.17,Employed,0.11,537,6351.59,17.97,36,229.53,6,28890.02,5515.81,1,0,3
1,Master's,1502.66,Employed,0.19,684,8452.24,7.89,36,264.43,7,19190.85,9117.97,1,1,1
1,Master's,8947.92,Employed,0.34,712,4807.33,12.93,36,161.82,4,61759.55,36471.58,2,0,3
1,Bachelor's,6535.97,Self-employed,0.31,679,21234.56,13.31,60,486.53,6,52523.35,24776.17,0,0,0
1,Bachelor's,4735.78,Employed,0.04,645,24469.39,16.61,36,867.66,6,83375.61,26040.33,1,0,2
1,"High School",1876.97,Employed,0.04,715,3751.07,15.98,36,131.84,3,24881.38,15141.44,2,0,2
1,Bachelor's,1385.38,Employed,0.47,749,500.00,10.16,36,16.17,4,27027.79,10696.01,1,2,2
1,"High School",2331.74,Employed,0.12,685,7537.81,12.19,36,251.05,4,31731.93,3659.94,1,0,1
1,Bachelor's,5069.49,Employed,0.11,699,2293.49,13.87,36,78.24,5,44166.26,17933.12,1,0,1
0,Master's,714.12,Employed,0.20,589,2999.99,14.06,36,102.62,6,17155.30,14869.93,3,0,3
0,Bachelor's,1957.08,Employed,0.08,589,27446.56,12.28,36,915.29,10,38866.17,5824.06,4,0,4
0,"High School",15090.23,Unemployed,0.25,750,20116.78,15.14,60,480.06,7,158475.15,139059.92,2,0,2
1,Other,2443.88,Self-employed,0.04,721,3391.30,10.39,36,110.05,9,39971.03,26935.24,0,0,0
1,"High School",3095.09,Employed,0.09,747,25168.40,10.74,36,820.89,1,32456.34,2691.41,1,0,3
1,PhD,2979.70,Employed,0.03,641,17310.63,16.21,36,610.39,4,34949.28,5261.86,1,0,1
1,Master's,8516.28,Self-employed,0.24,666,18136.73,11.10,60,395.24,4,143309.24,17549.89,3,0,4
0,Bachelor's,2493.28,Unemployed,0.24,799,4329.68,10.30,36,140.32,5,49656.85,36665.37,3,0,3
1,"High School",1029.87,Employed,0.10,692,9783.86,13.05,36,329.89,6,22348.64,5530.02,3,0,3
1,Other,5616.28,Employed,0.22,742,16248.95,13.35,60,372.63,7,64751.61,30558.90,2,0,2
1,Bachelor's,1593.40,Self-employed,0.40,673,500.00,13.16,36,16.89,8,33307.01,8381.89,1,0,1
1,"High School",1236.01,Employed,0.05,772,15525.80,7.44,36,482.52,2,20783.33,17266.52,2,0,2
1,Bachelor's,7561.00,Self-employed,0.28,791,4953.73,10.85,36,161.83,7,114884.16,19903.46,2,0,4
1,Bachelor's,4727.15,Employed,0.06,811,17171.64,7.34,60,342.78,3,35656.30,24134.74,0,0,1
1,"High School",2430.73,Employed,0.14,757,17033.51,10.71,60,367.89,4,28644.43,17837.88,2,0,2
1,"High School",6050.79,Employed,0.13,591,25070.74,12.66,36,840.63,6,64049.94,3713.93,3,0,3
1,"High School",5432.97,Employed,0.29,615,28347.67,12.91,36,953.92,5,48651.66,38974.13,3,0,5
1,"High School",2009.43,Retired,0.09,736,24532.74,13.21,36,829.09,11,32619.78,15128.34,2,0,3
1,"High School",3392.87,Employed,0.04,494,500.00,13.78,60,11.58,5,65391.90,32338.04,3,0,3
0,"High School",2838.33,Employed,0.29,680,500.00,16.10,36,17.60,8,50552.00,44488.85,6,0,6
0,"High School",2030.62,Employed,0.37,650,880.89,14.18,36,30.18,4,21723.98,3519.43,2,0,3
1,"High School",3107.42,Employed,0.32,719,8363.75,13.19,36,282.57,5,48983.42,26813.65,2,0,2
1,Other,4798.27,Employed,0.21,631,11641.23,11.14,36,381.89,5,55353.89,21616.37,1,0,1
0,Bachelor's,1727.44,Employed,0.28,758,10051.54,8.75,36,318.47,5,21873.99,10554.81,0,0,0
0,Bachelor's,4958.50,Unemployed,0.20,779,22098.51,9.94,36,712.43,5,40370.39,3881.54,1,0,2
1,Bachelor's,992.92,Employed,0.26,582,12248.01,15.50,36,427.59,6,21545.44,17391.15,0,0,0
1,"High School",3452.75,Employed,0.26,563,27760.81,11.95,36,921.39,3,39621.65,27381.56,5,0,6
1,PhD,1945.41,Employed,0.05,593,13492.06,12.06,36,448.52,2,17536.93,13722.64,3,0,3
1,Bachelor's,7798.87,Employed,0.21,607,1717.44,16.08,60,41.84,2,108872.18,90111.97,2,0,3
1,Bachelor's,1150.59,Employed,0.17,520,6960.98,18.04,36,251.80,4,15052.19,12868.12,3,0,3
1,Other,2621.30,Self-employed,0.26,757,32991.45,10.00,36,1064.54,3,25294.19,21545.45,1,0,2
1,Master's,1836.55,Employed,0.10,745,500.00,11.42,36,16.47,6,26574.39,1793.96,4,0,6
1,Bachelor's,2152.87,Retired,0.37,651,6826.30,9.65,36,219.15,4,27222.10,16644.13,0,0,0
1,Other,1528.99,Employed,0.15,669,13087.49,11.69,36,432.76,5,18231.57,16445.25,2,0,2
1,Master's,3356.17,Employed,0.39,587,19826.04,10.74,36,646.64,6,53653.09,18034.99,5,0,5
1,Other,3468.28,Self-employed,0.40,665,12461.38,11.97,36,413.72,8,66212.91,6559.32,1,0,1
1,"High School",1072.50,Self-employed,0.31,546,14422.58,17.34,36,516.65,7,21973.81,4563.18,2,0,3
0,Other,4398.82,Student,0.10,605,13211.25,15.79,36,463.10,0,39145.47,35643.15,1,0,2
1,Bachelor's,1168.56,Employed,0.33,674,11266.34,10.93,36,368.47,9,16909.39,6695.84,6,0,6
1,Bachelor's,3079.89,Employed,0.07,683,17612.02,11.17,36,578.01,3,28505.13,2972.62,2,0,3
1,"High School",8710.96,Employed,0.22,652,22330.09,15.05,36,774.63,8,81149.60,50692.28,2,0,3
1,"High School",1806.37,Employed,0.29,745,6582.93,9.08,36,209.58,4,21892.30,4076.38,3,0,3
1,"High School",2529.33,Employed,0.08,762,25186.43,7.96,36,788.79,10,51996.31,9830.50,0,0,1
1,Bachelor's,1885.26,Employed,0.09,723,4176.35,9.43,60,87.57,4,21397.36,16996.56,3,0,3
1,"High School",2023.45,Employed,0.21,661,28230.24,15.42,60,677.84,4,17171.98,3172.78,0,0,0
0,"High School",3645.78,Unemployed,0.31,696,21293.03,10.72,36,694.29,7,57063.92,22805.31,7,0,9
1,Other,7966.93,Employed,0.05,690,2344.27,12.97,36,78.95,13,73366.40,54742.27,1,0,1
0,Master's,2963.25,Employed,0.34,478,10505.82,16.73,36,373.15,5,34327.58,26481.45,4,0,4
0,Bachelor's,6190.27,Employed,0.49,633,28026.87,17.19,60,699.41,3,102961.06,68621.51,5,0,5
1,Master's,1958.18,Employed,0.24,654,17873.16,13.62,60,412.36,4,20955.75,9057.18,0,0,2
0,Bachelor's,5884.98,Unemployed,0.35,651,500.00,14.19,36,17.13,10,114431.78,88761.67,5,0,6
1,"High School",8207.06,Employed,0.10,750,18277.56,10.77,60,395.31,7,93161.68,41139.35,2,0,4
0,Bachelor's,6286.53,Unemployed,0.27,757,5318.71,8.23,36,167.23,3,47500.66,17881.37,0,0,1
1,Bachelor's,4688.54,Employed,0.20,605,23067.64,12.78,36,774.80,4,85539.13,41236.22,3,0,5
1,"High School",4420.95,Employed,0.19,683,21543.17,9.74,36,692.51,8,78713.05,21659.38,3,0,4
0,Bachelor's,1919.68,Student,0.27,604,18817.58,15.92,36,660.83,6,32124.27,29789.56,3,0,3
1,Bachelor's,1248.91,Employed,0.14,679,16727.54,12.41,60,375.57,6,16546.12,14680.63,4,0,5
1,Bachelor's,4509.93,Employed,0.20,759,5054.99,8.46,36,159.48,2,65337.03,16996.28,3,0,3
1,"High School",1888.74,Employed,0.13,669,16604.07,10.17,60,354.18,7,37606.21,9688.24,1,0,1
1,Master's,1980.20,Employed,0.21,716,19249.03,13.96,60,447.49,6,30121.16,22376.06,1,0,2
1,Bachelor's,1239.91,Employed,0.11,713,21292.98,13.39,36,721.45,7,22534.05,9957.90,2,0,4
1,Bachelor's,2144.11,Self-employed,0.26,747,24460.59,12.20,36,814.78,7,29014.70,13799.10,1,0,1
1,Other,5807.81,Self-employed,0.30,693,11305.40,9.23,60,235.95,2,81718.44,56653.06,2,0,2
0,Master's,5371.43,Unemployed,0.10,646,13436.67,10.93,36,439.45,7,81582.10,76077.02,3,0,3
1,Master's,1371.70,Employed,0.12,724,8241.03,12.41,60,185.03,3,15985.19,3325.42,2,0,2
1,"High School",1694.42,Retired,0.06,667,8465.63,13.09,36,285.61,5,24874.05,15233.63,0,0,1
1,Master's,1027.54,Employed,0.17,723,14832.83,13.70,36,504.79,3,15112.02,13079.34,1,0,2
1,Bachelor's,3767.71,Employed,0.08,662,31764.44,9.88,36,1023.16,9,74020.70,67593.34,5,0,5
1,Master's,3386.19,Employed,0.23,684,15053.95,10.01,60,319.93,5,37666.46,34259.04,4,0,4
1,Master's,3564.30,Employed,0.29,723,32410.25,8.76,36,1027.02,2,58562.44,12431.67,2,0,2
0,Bachelor's,2319.44,Employed,0.40,544,12934.03,13.80,36,440.80,2,35456.56,11321.40,5,0,5
1,Bachelor's,4489.17,Employed,0.23,573,1472.11,17.63,60,37.09,8,86490.30,68010.11,1,0,2
0,"High School",2542.08,Employed,0.16,620,5735.79,14.41,36,197.18,5,40071.26,8908.43,0,0,0
1,Bachelor's,5375.19,Employed,0.07,630,500.00,10.53,60,10.75,4,61305.34,16516.06,2,0,3
1,Bachelor's,1568.54,Employed,0.04,697,7731.99,9.14,36,246.38,7,18429.38,17432.03,2,0,3
1,Bachelor's,5100.01,Employed,0.15,603,17278.22,12.77,36,580.26,4,35519.94,8034.92,2,1,2
1,Bachelor's,3923.89,Employed,0.21,775,21378.31,8.86,36,678.43,7,44983.85,3199.10,0,0,0
1,Master's,4496.62,Employed,0.07,633,22879.63,15.24,36,795.82,5,37309.65,27903.15,2,0,2
1,Bachelor's,2490.41,Employed,0.25,707,13991.87,12.81,36,470.16,4,24644.49,3223.28,3,0,3
1,Other,8669.57,Employed,0.12,624,29526.27,14.01,36,1009.28,8,136778.36,73238.23,3,0,4
1,Master's,1970.77,Employed,0.09,719,11090.71,9.69,36,356.25,3,29964.77,9585.73,2,1,2
0,Other,11893.21,Employed,0.31,521,14406.71,15.91,60,349.65,7,220372.69,185761.00,3,0,3
1,Master's,3956.82,Employed,0.12,718,16755.65,12.28,60,375.10,3,63567.17,59544.11,1,0,2
1,Bachelor's,6018.14,Employed,0.14,655,3005.39,14.31,36,103.17,4,89952.05,5062.42,2,0,2
1,Bachelor's,7244.84,Self-employed,0.11,735,17005.15,16.80,36,604.59,6,112124.78,45371.39,1,2,2
1,Master's,4830.08,Employed,0.09,668,14523.97,13.95,60,337.57,6,85567.42,20771.98,2,2,2
0,Bachelor's,9327.89,Employed,0.26,732,16953.87,8.53,36,535.43,6,69517.99,40061.74,3,2,4
0,Bachelor's,5342.22,Unemployed,0.44,602,14720.71,15.80,60,356.42,7,72222.44,19692.93,4,0,4
1,Master's,4700.77,Employed,0.30,578,26941.18,14.01,36,920.92,6,35048.88,2588.16,1,0,1
1,Master's,4014.61,Employed,0.06,671,2630.81,12.69,36,88.25,4,57240.51,9790.68,3,0,3
1,"High School",3809.57,Employed,0.11,771,20689.35,12.80,60,468.63,5,71084.25,17606.67,1,0,3
1,Bachelor's,5925.46,Employed,0.12,637,12132.82,16.17,36,427.57,2,45932.19,13616.59,2,0,2
1,Bachelor's,1831.99,Employed,0.46,672,15255.31,14.48,60,358.77,4,29020.67,3424.12,3,0,3
1,"High School",2763.86,Retired,0.13,517,1443.13,14.86,36,49.93,8,57351.66,18491.48,2,0,2
1,Other,4108.48,Employed,0.16,728,15058.17,10.47,36,489.21,0,52954.05,40673.11,4,0,4
1,Master's,1958.49,Employed,0.22,706,14338.73,14.99,36,496.99,2,25548.73,20052.05,2,0,3
1,Bachelor's,5401.65,Self-employed,0.05,806,500.00,4.97,60,9.43,9,98767.49,41146.50,1,0,2
1,Bachelor's,2666.52,Employed,0.10,618,15891.90,13.97,36,542.92,4,29813.76,12203.29,3,0,3
1,Master's,1406.18,Self-employed,0.27,630,17233.15,9.84,36,554.77,4,20961.17,2807.04,2,0,4
1,"High School",2105.19,Employed,0.26,766,500.00,12.09,36,16.63,4,20604.86,13429.76,3,0,3
1,Bachelor's,5387.77,Employed,0.06,677,22844.63,14.06,36,781.44,9,85023.31,58064.99,0,0,1
1,Bachelor's,1619.21,Employed,0.10,737,12322.28,14.89,36,426.49,6,35017.37,2439.99,2,0,2
0,Master's,1699.79,Employed,0.22,591,21562.24,14.96,36,747.04,3,16737.70,9427.56,2,0,2
0,Master's,4132.13,Employed,0.15,551,15667.66,13.79,36,533.89,5,50012.25,20291.73,2,0,2
1,Bachelor's,1373.28,Employed,0.26,558,33785.95,17.58,36,1214.34,4,22927.69,17806.45,0,0,2
1,Master's,4252.03,Employed,0.28,634,14693.15,11.91,36,487.39,4,65325.13,43906.21,2,0,2
0,PhD,879.53,Employed,0.14,722,20408.79,12.19,60,455.94,6,14557.28,10236.03,0,2,0
1,Bachelor's,4024.36,Employed,0.11,694,20793.65,18.29,36,754.77,4,60268.62,47526.47,1,0,2
1,"High School",2861.62,Employed,0.09,849,739.40,7.82,60,14.93,7,40052.25,6897.28,2,1,3
1,Master's,8067.70,Self-employed,0.25,632,11814.01,15.22,36,410.81,4,70647.63,26019.52,7,0,7
1,Bachelor's,939.46,Employed,0.19,766,1738.28,9.26,60,36.30,4,15011.11,10157.48,1,0,1
0,Bachelor's,2053.69,Employed,0.54,678,6799.86,10.11,36,219.76,3,20257.40,9918.77,6,0,6
1,"High School",4129.02,Employed,0.05,673,20713.77,13.10,36,698.93,7,54217.76,21978.68,1,1,1
1,Bachelor's,2940.11,Employed,0.10,569,29928.43,14.19,36,1025.65,3,46383.50,34066.91,0,0,0
1,Bachelor's,2243.00,Student,0.18,831,22723.58,7.69,36,708.83,5,19981.26,7993.82,1,0,1
1,Bachelor's,1047.34,Employed,0.09,785,10089.95,9.08,60,209.84,9,18034.48,2069.85,0,0,0
0,"High School",3894.96,Unemployed,0.24,765,12735.20,13.58,60,293.56,3,51899.20,47283.34,3,0,4
1,Bachelor's,11775.74,Employed,0.10,721,14271.46,11.53,60,314.08,4,196579.09,149278.15,0,0,0
0,Master's,1944.40,Unemployed,0.30,532,9297.56,16.55,60,228.82,8,26978.79,2825.78,8,0,10
1,"High School",3166.74,Self-employed,0.12,737,26936.68,12.60,36,902.42,6,30371.33,27546.83,0,0,1
1,Master's,3737.01,Self-employed,0.29,678,2315.58,15.28,36,80.59,4,51871.08,47228.44,5,0,5
1,"High School",2380.98,Self-employed,0.11,727,29696.41,10.37,60,636.38,6,28759.33,24204.85,3,1,4
1,Bachelor's,2949.54,Employed,0.23,768,17969.70,12.52,36,601.32,3,43755.31,21423.56,4,0,5
0,Bachelor's,1625.47,Unemployed,0.17,752,13568.78,8.34,36,427.33,7,27888.18,23544.18,1,0,1
1,Bachelor's,1317.07,Self-employed,0.18,717,17586.72,12.65,36,589.61,10,26347.91,3711.59,2,0,4
1,Bachelor's,7458.34,Retired,0.22,708,13969.23,12.44,36,466.92,3,66224.72,10892.66,4,0,4
1,"High School",2811.28,Employed,0.21,666,12472.60,11.70,36,412.48,5,54367.77,18580.36,2,0,4
1,"High School",4206.47,Retired,0.16,617,19851.45,12.55,36,664.58,6,64233.39,32100.45,0,0,2
0,Master's,3937.08,Unemployed,0.28,671,9710.94,15.20,36,337.58,9,66299.58,23897.13,2,0,3
0,Bachelor's,1707.22,Employed,0.26,544,14942.88,16.30,36,527.56,2,29805.38,22559.78,4,0,4
1,Other,1383.10,Employed,0.24,600,8441.68,11.23,36,277.29,3,14149.21,10338.60,1,0,1
1,Master's,2090.10,Employed,0.12,671,21237.75,16.15,60,518.15,2,18494.17,14375.18,2,0,3
1,Master's,3458.10,Self-employed,0.05,510,24402.55,17.61,36,877.44,4,27581.45,23459.28,3,0,3
1,Bachelor's,1842.19,Self-employed,0.14,546,10354.41,17.95,36,374.08,7,22197.33,9150.14,3,0,4
0,"High School",2285.74,Unemployed,0.24,586,8623.65,14.54,60,203.08,5,35877.97,25507.88,3,0,3
1,PhD,906.34,Employed,0.09,665,16797.47,16.17,36,591.96,5,13747.89,8607.04,1,0,1
1,"High School",2956.33,Employed,0.16,721,21002.43,14.97,36,727.75,4,47752.37,38282.40,2,0,2
0,Bachelor's,3166.72,Unemployed,0.20,669,20829.18,13.96,60,484.23,5,60042.17,47236.07,3,0,3
1,Master's,3019.22,Employed,0.05,591,22268.31,16.62,36,789.72,2,44919.05,25163.79,2,0,2
1,Bachelor's,1652.56,Employed,0.07,722,24850.61,13.32,36,841.15,9,27851.39,25256.76,1,0,1
1,"High School",1674.63,Employed,0.21,825,15270.95,9.33,36,487.96,6,31736.50,8701.58,0,0,0
0,Bachelor's,1571.98,Unemployed,0.17,586,7839.46,11.87,36,259.90,4,19032.17,3685.72,2,0,3
0,Other,2345.67,Student,0.12,589,14427.28,13.11,60,329.08,3,25714.59,16629.56,2,0,2
1,Other,1973.67,Employed,0.14,687,20590.01,16.52,36,729.18,2,17282.07,5623.59,5,0,5
1,Master's,7056.69,Employed,0.14,845,24760.82,11.99,36,822.30,5,119059.00,15972.24,1,0,1
1,PhD,8938.50,Employed,0.21,667,4668.90,12.27,36,155.68,4,163895.46,47481.52,2,0,2
1,"High School",5208.25,Retired,0.29,732,20339.85,12.44,36,679.86,2,82866.14,18543.47,2,0,2
1,"High School",3210.48,Employed,0.22,587,4036.62,14.93,36,139.79,3,45334.03,5629.35,2,0,3
1,Bachelor's,2501.12,Employed,0.10,744,18340.27,11.71,36,606.62,4,43672.55,17204.81,0,0,1
1,"High School",1826.66,Employed,0.14,761,25011.65,12.21,60,559.03,4,26167.97,13037.48,1,0,1
0,Bachelor's,3148.72,Employed,0.03,632,18136.83,13.78,60,419.95,3,36203.03,29077.03,2,1,2
1,"High School",2744.26,Employed,0.14,568,17680.17,14.10,36,605.13,4,50564.17,24427.37,2,0,3
1,Bachelor's,1627.13,Employed,0.15,801,2163.77,12.22,60,48.37,3,13271.14,4622.97,1,0,1
1,"High School",1882.37,Employed,0.20,643,16964.13,13.31,36,574.12,6,35651.11,30663.86,2,0,2
1,"High School",941.61,Employed,0.29,677,500.00,9.46,36,16.01,2,14494.20,6292.53,4,0,4
1,Master's,1644.78,Employed,0.21,668,5853.94,10.72,36,190.88,1,10898.99,1051.14,1,0,3
1,"High School",3843.72,Employed,0.26,673,14733.40,12.56,36,493.31,3,61925.64,15701.68,4,0,4
0,"High School",5624.42,Employed,0.18,665,27340.01,13.43,36,926.87,2,70637.14,10931.50,3,0,4
1,"High School",4152.94,Employed,0.11,683,12617.71,12.29,36,420.84,5,73317.65,42947.70,0,0,0
